source,target,weight,relationship
Romania,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Russia,Rwanda,1,CO_OCCURS_WITH
Russia,Saint Kitts,1,CO_OCCURS_WITH
Belarus,Malta,1,CO_OCCURS_WITH
Russia,Singapore,1,CO_OCCURS_WITH
Russia,Solomon Islands Somalia,1,CO_OCCURS_WITH
Belarus,Kyoto,1,CO_OCCURS_WITH
Russia,Spain,1,CO_OCCURS_WITH
Russia,Sri Lanka,1,CO_OCCURS_WITH
Russia,Sweden,1,CO_OCCURS_WITH
Qatar,Sri Lanka,1,CO_OCCURS_WITH
Qatar,Spain,1,CO_OCCURS_WITH
Qatar,South Africa,1,CO_OCCURS_WITH
Príncipe Saudi Arabia,Sri Lanka,1,CO_OCCURS_WITH
Príncipe Saudi Arabia,Russia,1,CO_OCCURS_WITH
Príncipe Saudi Arabia,Rwanda,1,CO_OCCURS_WITH
Príncipe Saudi Arabia,Saint Kitts,1,CO_OCCURS_WITH
Príncipe Saudi Arabia,Singapore,1,CO_OCCURS_WITH
Príncipe Saudi Arabia,Slovakia,1,CO_OCCURS_WITH
Príncipe Saudi Arabia,Solomon Islands Somalia,1,CO_OCCURS_WITH
Príncipe Saudi Arabia,South Africa,1,CO_OCCURS_WITH
Príncipe Saudi Arabia,Spain,1,CO_OCCURS_WITH
Príncipe Saudi Arabia,Sweden,1,CO_OCCURS_WITH
Qatar,Solomon Islands Somalia,1,CO_OCCURS_WITH
Príncipe Saudi Arabia,Switzerland,1,CO_OCCURS_WITH
Príncipe Saudi Arabia,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Qatar,Romania,1,CO_OCCURS_WITH
Qatar,Russia,1,CO_OCCURS_WITH
Qatar,Rwanda,1,CO_OCCURS_WITH
Qatar,Saint Kitts,1,CO_OCCURS_WITH
Qatar,Singapore,1,CO_OCCURS_WITH
Qatar,Slovakia,1,CO_OCCURS_WITH
Syria,Vietnam,1,CO_OCCURS_WITH
Syria,Yemen,1,CO_OCCURS_WITH
Syria,Zambia Zimbabwe Andorra,1,CO_OCCURS_WITH
United Kingdom,Vietnam,1,CO_OCCURS_WITH
Tuvalu,Venezuela,1,CO_OCCURS_WITH
Tuvalu,Vietnam,1,CO_OCCURS_WITH
Tuvalu,Yemen,1,CO_OCCURS_WITH
Tuvalu,Zambia Zimbabwe Andorra,1,CO_OCCURS_WITH
Uganda,Ukraine United Arab Emirates,1,CO_OCCURS_WITH
Uganda,United Kingdom,1,CO_OCCURS_WITH
Uganda,United States,1,CO_OCCURS_WITH
Uganda,Venezuela,1,CO_OCCURS_WITH
Uganda,Vietnam,1,CO_OCCURS_WITH
Uganda,Yemen,1,CO_OCCURS_WITH
Uganda,Zambia Zimbabwe Andorra,1,CO_OCCURS_WITH
South Sudan,the United States,1,CO_OCCURS_WITH
Ukraine United Arab Emirates,United Kingdom,1,CO_OCCURS_WITH
Ukraine United Arab Emirates,United States,1,CO_OCCURS_WITH
Ukraine United Arab Emirates,Venezuela,1,CO_OCCURS_WITH
Ukraine United Arab Emirates,Vietnam,1,CO_OCCURS_WITH
Ukraine United Arab Emirates,Yemen,1,CO_OCCURS_WITH
Ukraine United Arab Emirates,Zambia Zimbabwe Andorra,1,CO_OCCURS_WITH
United Kingdom,United States,1,CO_OCCURS_WITH
Tuvalu,United States,1,CO_OCCURS_WITH
Tuvalu,United Kingdom,1,CO_OCCURS_WITH
Tuvalu,Ukraine United Arab Emirates,1,CO_OCCURS_WITH
Turkey,Zambia Zimbabwe Andorra,1,CO_OCCURS_WITH
Aruba,Curaçao,1,CO_OCCURS_WITH
Turkey,Uganda,1,CO_OCCURS_WITH
Turkey,Ukraine United Arab Emirates,1,CO_OCCURS_WITH
Turkey,United Kingdom,1,CO_OCCURS_WITH
Turkey,United States,1,CO_OCCURS_WITH
Turkey,Venezuela,1,CO_OCCURS_WITH
Turkey,Vietnam,1,CO_OCCURS_WITH
Turkey,Yemen,1,CO_OCCURS_WITH
Turkmenistan,Tuvalu,1,CO_OCCURS_WITH
Tuvalu,Uganda,1,CO_OCCURS_WITH
Turkmenistan,Uganda,1,CO_OCCURS_WITH
Turkmenistan,Ukraine United Arab Emirates,1,CO_OCCURS_WITH
Turkmenistan,United Kingdom,1,CO_OCCURS_WITH
Turkmenistan,United States,1,CO_OCCURS_WITH
Turkmenistan,Venezuela,1,CO_OCCURS_WITH
Turkmenistan,Vietnam,1,CO_OCCURS_WITH
Turkmenistan,Yemen,1,CO_OCCURS_WITH
Turkmenistan,Zambia Zimbabwe Andorra,1,CO_OCCURS_WITH
United Kingdom,Venezuela,1,CO_OCCURS_WITH
Palestine,the United States,1,CO_OCCURS_WITH
Tajikistan,Tanzania,1,CO_OCCURS_WITH
United Kingdom,Yemen,1,CO_OCCURS_WITH
Chuck Hagel,Larry Craig,1,CO_OCCURS_WITH
Chuck Hagel,Pat Roberts,1,CO_OCCURS_WITH
George W. Bush,Jesse Helms,1,CO_OCCURS_WITH
George W. Bush,Larry Craig,1,CO_OCCURS_WITH
George W. Bush,Pat Roberts,1,CO_OCCURS_WITH
Jesse Helms,Larry Craig,1,CO_OCCURS_WITH
Jesse Helms,Pat Roberts,1,CO_OCCURS_WITH
Larry Craig,Pat Roberts,1,CO_OCCURS_WITH
Canada,South Sudan,1,CO_OCCURS_WITH
Bush,India,1,CO_OCCURS_WITH
Bush,U.S.,1,CO_OCCURS_WITH
China,U.S.,1,CO_OCCURS_WITH
India,U.S.,1,CO_OCCURS_WITH
Europeans,Japanese,1,CO_OCCURS_WITH
Europeans,the White House,1,CO_OCCURS_WITH
Canada,Palestine,1,CO_OCCURS_WITH
Japanese,the White House,1,CO_OCCURS_WITH
Bush,Japan,1,CO_OCCURS_WITH
Bush,South Africa,1,CO_OCCURS_WITH
Chuck Hagel,Jesse Helms,1,CO_OCCURS_WITH
Chuck Hagel,George W. Bush,1,CO_OCCURS_WITH
Bush,Pat Roberts,1,CO_OCCURS_WITH
Vietnam,Yemen,1,CO_OCCURS_WITH
United Kingdom,Zambia Zimbabwe Andorra,1,CO_OCCURS_WITH
United States,Venezuela,1,CO_OCCURS_WITH
United States,Vietnam,1,CO_OCCURS_WITH
United States,Yemen,1,CO_OCCURS_WITH
United States,Zambia Zimbabwe Andorra,1,CO_OCCURS_WITH
Venezuela,Vietnam,1,CO_OCCURS_WITH
Venezuela,Yemen,1,CO_OCCURS_WITH
Venezuela,Zambia Zimbabwe Andorra,1,CO_OCCURS_WITH
Vietnam,Zambia Zimbabwe Andorra,1,CO_OCCURS_WITH
Bush,Larry Craig,1,CO_OCCURS_WITH
Yemen,Zambia Zimbabwe Andorra,1,CO_OCCURS_WITH
Palestine,South Sudan,1,CO_OCCURS_WITH
Byrd-Hagel Resolution,Senate,1,CO_OCCURS_WITH
Byrd-Hagel Resolution,the United States,1,CO_OCCURS_WITH
Clinton,Senate,1,CO_OCCURS_WITH
Bush,Chuck Hagel,1,CO_OCCURS_WITH
Bush,George W. Bush,1,CO_OCCURS_WITH
Bush,Jesse Helms,1,CO_OCCURS_WITH
Turkey,Tuvalu,1,CO_OCCURS_WITH
Turkey,Turkmenistan,1,CO_OCCURS_WITH
Tunisia,Zambia Zimbabwe Andorra,1,CO_OCCURS_WITH
Tunisia,Yemen,1,CO_OCCURS_WITH
Tanzania,Tunisia,1,CO_OCCURS_WITH
Tanzania,Turkey,1,CO_OCCURS_WITH
Tanzania,Turkmenistan,1,CO_OCCURS_WITH
Tanzania,Tuvalu,1,CO_OCCURS_WITH
Tanzania,Uganda,1,CO_OCCURS_WITH
Tanzania,Ukraine United Arab Emirates,1,CO_OCCURS_WITH
Tanzania,United Kingdom,1,CO_OCCURS_WITH
Tanzania,United States,1,CO_OCCURS_WITH
Tanzania,Venezuela,1,CO_OCCURS_WITH
Tanzania,Vietnam,1,CO_OCCURS_WITH
Tanzania,Yemen,1,CO_OCCURS_WITH
Tanzania,Zambia Zimbabwe Andorra,1,CO_OCCURS_WITH
Thailand,Tobago,1,CO_OCCURS_WITH
Thailand,Tonga Trinidad,1,CO_OCCURS_WITH
Thailand,Tunisia,1,CO_OCCURS_WITH
Thailand,Turkey,1,CO_OCCURS_WITH
Thailand,Turkmenistan,1,CO_OCCURS_WITH
Thailand,Tuvalu,1,CO_OCCURS_WITH
Thailand,Uganda,1,CO_OCCURS_WITH
Tanzania,Tonga Trinidad,1,CO_OCCURS_WITH
Tanzania,Tobago,1,CO_OCCURS_WITH
Tanzania,Thailand,1,CO_OCCURS_WITH
Tajikistan,Tuvalu,1,CO_OCCURS_WITH
Tajikistan,Thailand,1,CO_OCCURS_WITH
Tajikistan,Tobago,1,CO_OCCURS_WITH
Tajikistan,Tonga Trinidad,1,CO_OCCURS_WITH
Tajikistan,Tunisia,1,CO_OCCURS_WITH
Tajikistan,Turkey,1,CO_OCCURS_WITH
Tajikistan,Turkmenistan,1,CO_OCCURS_WITH
GHG,the United States,1,CO_OCCURS_WITH
Annex,the United States,1,CO_OCCURS_WITH
Tajikistan,Uganda,1,CO_OCCURS_WITH
Tajikistan,Zambia Zimbabwe Andorra,1,CO_OCCURS_WITH
Kingdom,the Kingdom of the Netherlands,1,CO_OCCURS_WITH
Tajikistan,Ukraine United Arab Emirates,1,CO_OCCURS_WITH
Curaçao,the Kingdom of the Netherlands,1,CO_OCCURS_WITH
Tajikistan,United Kingdom,1,CO_OCCURS_WITH
Tajikistan,United States,1,CO_OCCURS_WITH
Tajikistan,Venezuela,1,CO_OCCURS_WITH
Tajikistan,Vietnam,1,CO_OCCURS_WITH
Tajikistan,Yemen,1,CO_OCCURS_WITH
Thailand,Ukraine United Arab Emirates,1,CO_OCCURS_WITH
Thailand,United Kingdom,1,CO_OCCURS_WITH
Thailand,United States,1,CO_OCCURS_WITH
Tunisia,Turkey,1,CO_OCCURS_WITH
Tonga Trinidad,Ukraine United Arab Emirates,1,CO_OCCURS_WITH
Aruba,the Kingdom of the Netherlands,1,CO_OCCURS_WITH
Tonga Trinidad,United Kingdom,1,CO_OCCURS_WITH
Tonga Trinidad,United States,1,CO_OCCURS_WITH
Tonga Trinidad,Venezuela,1,CO_OCCURS_WITH
Tonga Trinidad,Vietnam,1,CO_OCCURS_WITH
Tonga Trinidad,Yemen,1,CO_OCCURS_WITH
Tonga Trinidad,Zambia Zimbabwe Andorra,1,CO_OCCURS_WITH
Tunisia,Turkmenistan,1,CO_OCCURS_WITH
Tonga Trinidad,Tuvalu,1,CO_OCCURS_WITH
Tunisia,Tuvalu,1,CO_OCCURS_WITH
Tunisia,Uganda,1,CO_OCCURS_WITH
Tunisia,Ukraine United Arab Emirates,1,CO_OCCURS_WITH
Tunisia,United Kingdom,1,CO_OCCURS_WITH
Tunisia,United States,1,CO_OCCURS_WITH
Tunisia,Venezuela,1,CO_OCCURS_WITH
Tunisia,Vietnam,1,CO_OCCURS_WITH
Aruba,Kingdom,1,CO_OCCURS_WITH
Tonga Trinidad,Uganda,1,CO_OCCURS_WITH
Tonga Trinidad,Turkmenistan,1,CO_OCCURS_WITH
Thailand,Venezuela,1,CO_OCCURS_WITH
Tobago,Tuvalu,1,CO_OCCURS_WITH
Thailand,Vietnam,1,CO_OCCURS_WITH
Thailand,Yemen,1,CO_OCCURS_WITH
Thailand,Zambia Zimbabwe Andorra,1,CO_OCCURS_WITH
Curaçao,Kingdom,1,CO_OCCURS_WITH
Tobago,Tonga Trinidad,1,CO_OCCURS_WITH
Tobago,Tunisia,1,CO_OCCURS_WITH
Tobago,Turkey,1,CO_OCCURS_WITH
Tobago,Turkmenistan,1,CO_OCCURS_WITH
Tobago,Uganda,1,CO_OCCURS_WITH
Tonga Trinidad,Turkey,1,CO_OCCURS_WITH
Tobago,Ukraine United Arab Emirates,1,CO_OCCURS_WITH
Tobago,United Kingdom,1,CO_OCCURS_WITH
Tobago,United States,1,CO_OCCURS_WITH
Tobago,Venezuela,1,CO_OCCURS_WITH
Tobago,Vietnam,1,CO_OCCURS_WITH
Tobago,Yemen,1,CO_OCCURS_WITH
Tobago,Zambia Zimbabwe Andorra,1,CO_OCCURS_WITH
Tonga Trinidad,Tunisia,1,CO_OCCURS_WITH
Palau,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Palau,Sweden,1,CO_OCCURS_WITH
Montenegro,Norway,1,CO_OCCURS_WITH
Nepal,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Nepal,Pakistan,1,CO_OCCURS_WITH
Nepal,Palau,1,CO_OCCURS_WITH
Nepal,Philippines,1,CO_OCCURS_WITH
Nepal,Poland,1,CO_OCCURS_WITH
Nepal,Portugal,1,CO_OCCURS_WITH
Nepal,Príncipe Saudi Arabia,1,CO_OCCURS_WITH
Nepal,Qatar,1,CO_OCCURS_WITH
Nepal,Romania,1,CO_OCCURS_WITH
Nepal,Russia,1,CO_OCCURS_WITH
Nepal,Rwanda,1,CO_OCCURS_WITH
Nepal,Saint Kitts,1,CO_OCCURS_WITH
Nepal,Singapore,1,CO_OCCURS_WITH
Egypt,GHG,1,CO_OCCURS_WITH
Nepal,Slovakia,1,CO_OCCURS_WITH
Nepal,Solomon Islands Somalia,1,CO_OCCURS_WITH
Nepal,South Africa,1,CO_OCCURS_WITH
Nepal,Spain,1,CO_OCCURS_WITH
Nepal,Sri Lanka,1,CO_OCCURS_WITH
Nepal,Sweden,1,CO_OCCURS_WITH
Nepal,Oman,1,CO_OCCURS_WITH
Nepal,Norway,1,CO_OCCURS_WITH
Nepal,Niue North,1,CO_OCCURS_WITH
Namibia,Solomon Islands Somalia,1,CO_OCCURS_WITH
Namibia,Príncipe Saudi Arabia,1,CO_OCCURS_WITH
Namibia,Qatar,1,CO_OCCURS_WITH
Namibia,Romania,1,CO_OCCURS_WITH
Namibia,Russia,1,CO_OCCURS_WITH
Namibia,Rwanda,1,CO_OCCURS_WITH
Namibia,Saint Kitts,1,CO_OCCURS_WITH
Namibia,Singapore,1,CO_OCCURS_WITH
Namibia,Slovakia,1,CO_OCCURS_WITH
Namibia,South Africa,1,CO_OCCURS_WITH
Nepal,Nicaragua,1,CO_OCCURS_WITH
Namibia,Spain,1,CO_OCCURS_WITH
Namibia,Sri Lanka,1,CO_OCCURS_WITH
Namibia,Sweden,1,CO_OCCURS_WITH
Namibia,Switzerland,1,CO_OCCURS_WITH
Namibia,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Nepal,Netherlands,1,CO_OCCURS_WITH
Nepal,Nevis Saint,1,CO_OCCURS_WITH
Nepal,New Zealand,1,CO_OCCURS_WITH
Nepal,Switzerland,1,CO_OCCURS_WITH
Netherlands,Nevis Saint,1,CO_OCCURS_WITH
Honduras Hungary,Laos,1,CO_OCCURS_WITH
Netherlands,Nicaragua,1,CO_OCCURS_WITH
Netherlands,Sri Lanka,1,CO_OCCURS_WITH
Netherlands,Sweden,1,CO_OCCURS_WITH
Netherlands,Switzerland,1,CO_OCCURS_WITH
Netherlands,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Nevis Saint,New Zealand,1,CO_OCCURS_WITH
Luxembourg,Switzerland,1,CO_OCCURS_WITH
Luxembourg,Spain,1,CO_OCCURS_WITH
Nevis Saint,Nicaragua,1,CO_OCCURS_WITH
Nevis Saint,Niue North,1,CO_OCCURS_WITH
Lichtenstein,Switzerland,1,CO_OCCURS_WITH
Lichtenstein,Spain,1,CO_OCCURS_WITH
Lichtenstein,Norway,1,CO_OCCURS_WITH
Nevis Saint,Norway,1,CO_OCCURS_WITH
Nevis Saint,Oman,1,CO_OCCURS_WITH
Nevis Saint,Pakistan,1,CO_OCCURS_WITH
Nevis Saint,Palau,1,CO_OCCURS_WITH
Nevis Saint,Philippines,1,CO_OCCURS_WITH
Nevis Saint,Poland,1,CO_OCCURS_WITH
Nevis Saint,Portugal,1,CO_OCCURS_WITH
China,Egypt,1,CO_OCCURS_WITH
Netherlands,Spain,1,CO_OCCURS_WITH
Netherlands,South Africa,1,CO_OCCURS_WITH
Netherlands,Príncipe Saudi Arabia,1,CO_OCCURS_WITH
Netherlands,Niue North,1,CO_OCCURS_WITH
Netherlands,Oman,1,CO_OCCURS_WITH
China,Thailand,1,CO_OCCURS_WITH
China,PBL,1,CO_OCCURS_WITH
Netherlands,Pakistan,1,CO_OCCURS_WITH
Netherlands,Palau,1,CO_OCCURS_WITH
Netherlands,Philippines,1,CO_OCCURS_WITH
Netherlands,Portugal,1,CO_OCCURS_WITH
Netherlands,Qatar,1,CO_OCCURS_WITH
Netherlands,Solomon Islands Somalia,1,CO_OCCURS_WITH
Netherlands,Romania,1,CO_OCCURS_WITH
Netherlands,Russia,1,CO_OCCURS_WITH
Netherlands,Rwanda,1,CO_OCCURS_WITH
Netherlands,Saint Kitts,1,CO_OCCURS_WITH
Netherlands,Singapore,1,CO_OCCURS_WITH
China,Iran,1,CO_OCCURS_WITH
China,GHG,1,CO_OCCURS_WITH
Netherlands,Slovakia,1,CO_OCCURS_WITH
Namibia,Portugal,1,CO_OCCURS_WITH
Egypt,India,1,CO_OCCURS_WITH
Annex,South Africa,1,CO_OCCURS_WITH
Indonesia,Thailand,1,CO_OCCURS_WITH
Montenegro,South Africa,1,CO_OCCURS_WITH
Montenegro,Spain,1,CO_OCCURS_WITH
Montenegro,Sri Lanka,1,CO_OCCURS_WITH
Montenegro,Sweden,1,CO_OCCURS_WITH
Montenegro,Switzerland,1,CO_OCCURS_WITH
Montenegro,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Morocco Mozambique,Namibia,1,CO_OCCURS_WITH
Morocco Mozambique,Nepal,1,CO_OCCURS_WITH
Morocco Mozambique,Netherlands,1,CO_OCCURS_WITH
Morocco Mozambique,Nevis Saint,1,CO_OCCURS_WITH
Morocco Mozambique,New Zealand,1,CO_OCCURS_WITH
Morocco Mozambique,Nicaragua,1,CO_OCCURS_WITH
Morocco Mozambique,Niue North,1,CO_OCCURS_WITH
Morocco Mozambique,Norway,1,CO_OCCURS_WITH
Brazil,Indonesia,1,CO_OCCURS_WITH
Kyoto,the Clean Development Mechanism (CDM,1,CO_OCCURS_WITH
Morocco Mozambique,Oman,1,CO_OCCURS_WITH
PBL,Thailand,1,CO_OCCURS_WITH
Iran,Thailand,1,CO_OCCURS_WITH
Brazil,Germany,1,CO_OCCURS_WITH
Montenegro,Solomon Islands Somalia,1,CO_OCCURS_WITH
Montenegro,Slovakia,1,CO_OCCURS_WITH
Brazil,Mexico,1,CO_OCCURS_WITH
Bonn,the US Administration,1,CO_OCCURS_WITH
Montenegro,Pakistan,1,CO_OCCURS_WITH
Brazil,the United Kingdom,1,CO_OCCURS_WITH
Brazil,South Africa,1,CO_OCCURS_WITH
Montenegro,Palau,1,CO_OCCURS_WITH
Montenegro,Philippines,1,CO_OCCURS_WITH
Montenegro,Poland,1,CO_OCCURS_WITH
Brazil,Russia,1,CO_OCCURS_WITH
Montenegro,Portugal,1,CO_OCCURS_WITH
Montenegro,Singapore,1,CO_OCCURS_WITH
Montenegro,Príncipe Saudi Arabia,1,CO_OCCURS_WITH
Montenegro,Qatar,1,CO_OCCURS_WITH
Montenegro,Romania,1,CO_OCCURS_WITH
Montenegro,Russia,1,CO_OCCURS_WITH
Montenegro,Rwanda,1,CO_OCCURS_WITH
Brazil,Japan,1,CO_OCCURS_WITH
Brazil,Italy,1,CO_OCCURS_WITH
Montenegro,Saint Kitts,1,CO_OCCURS_WITH
Iran,PBL,1,CO_OCCURS_WITH
Indonesia,PBL,1,CO_OCCURS_WITH
Egypt,Indonesia,1,CO_OCCURS_WITH
Morocco Mozambique,Pakistan,1,CO_OCCURS_WITH
GHG,Iran,1,CO_OCCURS_WITH
Morocco Mozambique,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
GHG,Indonesia,1,CO_OCCURS_WITH
Namibia,Nepal,1,CO_OCCURS_WITH
Namibia,Netherlands,1,CO_OCCURS_WITH
Namibia,Nevis Saint,1,CO_OCCURS_WITH
Namibia,New Zealand,1,CO_OCCURS_WITH
Namibia,Nicaragua,1,CO_OCCURS_WITH
GHG,India,1,CO_OCCURS_WITH
Namibia,Niue North,1,CO_OCCURS_WITH
Egypt,Thailand,1,CO_OCCURS_WITH
Egypt,PBL,1,CO_OCCURS_WITH
Namibia,Norway,1,CO_OCCURS_WITH
Namibia,Oman,1,CO_OCCURS_WITH
Namibia,Pakistan,1,CO_OCCURS_WITH
Namibia,Palau,1,CO_OCCURS_WITH
Namibia,Philippines,1,CO_OCCURS_WITH
Egypt,Iran,1,CO_OCCURS_WITH
Namibia,Poland,1,CO_OCCURS_WITH
Morocco Mozambique,Switzerland,1,CO_OCCURS_WITH
Morocco Mozambique,Sweden,1,CO_OCCURS_WITH
Morocco Mozambique,Sri Lanka,1,CO_OCCURS_WITH
Morocco Mozambique,Qatar,1,CO_OCCURS_WITH
Morocco Mozambique,Palau,1,CO_OCCURS_WITH
India,Thailand,1,CO_OCCURS_WITH
India,PBL,1,CO_OCCURS_WITH
GHG,Thailand,1,CO_OCCURS_WITH
Morocco Mozambique,Philippines,1,CO_OCCURS_WITH
Morocco Mozambique,Poland,1,CO_OCCURS_WITH
Morocco Mozambique,Portugal,1,CO_OCCURS_WITH
Morocco Mozambique,Príncipe Saudi Arabia,1,CO_OCCURS_WITH
Morocco Mozambique,Romania,1,CO_OCCURS_WITH
Morocco Mozambique,Spain,1,CO_OCCURS_WITH
Morocco Mozambique,Russia,1,CO_OCCURS_WITH
Morocco Mozambique,Rwanda,1,CO_OCCURS_WITH
Morocco Mozambique,Saint Kitts,1,CO_OCCURS_WITH
Morocco Mozambique,Singapore,1,CO_OCCURS_WITH
Morocco Mozambique,Slovakia,1,CO_OCCURS_WITH
GHG,PBL,1,CO_OCCURS_WITH
Morocco Mozambique,Solomon Islands Somalia,1,CO_OCCURS_WITH
Morocco Mozambique,South Africa,1,CO_OCCURS_WITH
Lichtenstein,Luxembourg,1,CO_OCCURS_WITH
Nevis Saint,Príncipe Saudi Arabia,1,CO_OCCURS_WITH
Nevis Saint,Qatar,1,CO_OCCURS_WITH
Oman,Slovakia,1,CO_OCCURS_WITH
Norway,Singapore,1,CO_OCCURS_WITH
Norway,Slovakia,1,CO_OCCURS_WITH
Norway,Solomon Islands Somalia,1,CO_OCCURS_WITH
Norway,South Africa,1,CO_OCCURS_WITH
Australia,George W. Bush,1,CO_OCCURS_WITH
Norway,Sri Lanka,1,CO_OCCURS_WITH
Norway,Sweden,1,CO_OCCURS_WITH
Norway,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Oman,Pakistan,1,CO_OCCURS_WITH
Oman,Palau,1,CO_OCCURS_WITH
Oman,Philippines,1,CO_OCCURS_WITH
Oman,Poland,1,CO_OCCURS_WITH
Oman,Portugal,1,CO_OCCURS_WITH
Oman,Príncipe Saudi Arabia,1,CO_OCCURS_WITH
Oman,Qatar,1,CO_OCCURS_WITH
Oman,Romania,1,CO_OCCURS_WITH
Oman,Russia,1,CO_OCCURS_WITH
Oman,Rwanda,1,CO_OCCURS_WITH
Oman,Saint Kitts,1,CO_OCCURS_WITH
Norway,Saint Kitts,1,CO_OCCURS_WITH
Norway,Rwanda,1,CO_OCCURS_WITH
Norway,Russia,1,CO_OCCURS_WITH
Niue North,Sweden,1,CO_OCCURS_WITH
Niue North,Rwanda,1,CO_OCCURS_WITH
Niue North,Saint Kitts,1,CO_OCCURS_WITH
Niue North,Singapore,1,CO_OCCURS_WITH
Niue North,Slovakia,1,CO_OCCURS_WITH
Niue North,Solomon Islands Somalia,1,CO_OCCURS_WITH
Niue North,South Africa,1,CO_OCCURS_WITH
Niue North,Spain,1,CO_OCCURS_WITH
Niue North,Sri Lanka,1,CO_OCCURS_WITH
Niue North,Switzerland,1,CO_OCCURS_WITH
Norway,Romania,1,CO_OCCURS_WITH
Niue North,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Norway,Oman,1,CO_OCCURS_WITH
Norway,Pakistan,1,CO_OCCURS_WITH
Norway,Palau,1,CO_OCCURS_WITH
Norway,Philippines,1,CO_OCCURS_WITH
Norway,Portugal,1,CO_OCCURS_WITH
Norway,Príncipe Saudi Arabia,1,CO_OCCURS_WITH
Norway,Qatar,1,CO_OCCURS_WITH
Oman,Singapore,1,CO_OCCURS_WITH
Oman,Solomon Islands Somalia,1,CO_OCCURS_WITH
Japan,Switzerland,1,CO_OCCURS_WITH
Oman,South Africa,1,CO_OCCURS_WITH
Pakistan,Switzerland,1,CO_OCCURS_WITH
Pakistan,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Palau,Philippines,1,CO_OCCURS_WITH
Palau,Poland,1,CO_OCCURS_WITH
Palau,Portugal,1,CO_OCCURS_WITH
Palau,Príncipe Saudi Arabia,1,CO_OCCURS_WITH
Palau,Qatar,1,CO_OCCURS_WITH
Palau,Romania,1,CO_OCCURS_WITH
Gupta,Kyoto,1,CO_OCCURS_WITH
Palau,Russia,1,CO_OCCURS_WITH
Palau,Rwanda,1,CO_OCCURS_WITH
Palau,Saint Kitts,1,CO_OCCURS_WITH
Palau,Singapore,1,CO_OCCURS_WITH
Palau,Slovakia,1,CO_OCCURS_WITH
Palau,Solomon Islands Somalia,1,CO_OCCURS_WITH
Palau,South Africa,1,CO_OCCURS_WITH
Palau,Spain,1,CO_OCCURS_WITH
Iran,South Africa,1,CO_OCCURS_WITH
Palau,Sri Lanka,1,CO_OCCURS_WITH
Pakistan,Sweden,1,CO_OCCURS_WITH
Pakistan,Sri Lanka,1,CO_OCCURS_WITH
Pakistan,Spain,1,CO_OCCURS_WITH
Pakistan,Portugal,1,CO_OCCURS_WITH
Oman,Spain,1,CO_OCCURS_WITH
Oman,Sri Lanka,1,CO_OCCURS_WITH
Oman,Sweden,1,CO_OCCURS_WITH
Oman,Switzerland,1,CO_OCCURS_WITH
Oman,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
Pakistan,Palau,1,CO_OCCURS_WITH
Pakistan,Philippines,1,CO_OCCURS_WITH
Pakistan,Poland,1,CO_OCCURS_WITH
Pakistan,Príncipe Saudi Arabia,1,CO_OCCURS_WITH
Pakistan,South Africa,1,CO_OCCURS_WITH
Pakistan,Qatar,1,CO_OCCURS_WITH
Pakistan,Romania,1,CO_OCCURS_WITH
Pakistan,Russia,1,CO_OCCURS_WITH
Pakistan,Rwanda,1,CO_OCCURS_WITH
Pakistan,Saint Kitts,1,CO_OCCURS_WITH
Pakistan,Singapore,1,CO_OCCURS_WITH
Pakistan,Slovakia,1,CO_OCCURS_WITH
Pakistan,Solomon Islands Somalia,1,CO_OCCURS_WITH
Niue North,Russia,1,CO_OCCURS_WITH
Niue North,Romania,1,CO_OCCURS_WITH
Niue North,Qatar,1,CO_OCCURS_WITH
Niue North,Príncipe Saudi Arabia,1,CO_OCCURS_WITH
Austria,Lichtenstein,1,CO_OCCURS_WITH
Nevis Saint,Switzerland,1,CO_OCCURS_WITH
Austria,Japan,1,CO_OCCURS_WITH
Austria,Iceland,1,CO_OCCURS_WITH
Austria,Denmark,1,CO_OCCURS_WITH
Australia,Kevin Rudd,1,CO_OCCURS_WITH
Nevis Saint,the Grenadines Samoa San Marino São Tomé,1,CO_OCCURS_WITH
John Howard,The United States,1,CO_OCCURS_WITH
New Zealand,Nicaragua,1,CO_OCCURS_WITH
New Zealand,Niue North,1,CO_OCCURS_WITH
New Zealand,Oman,1,CO_OCCURS_WITH
George W. Bush,The United States,1,CO_OCCURS_WITH
New Zealand,Pakistan,1,CO_OCCURS_WITH
George W. Bush,John Howard,1,CO_OCCURS_WITH
New Zealand,Palau,1,CO_OCCURS_WITH
New Zealand,Philippines,1,CO_OCCURS_WITH
